case_id,customer_text,ai_consensus_intent,ai_consensus_auto_handle,YOUR_final_intent,YOUR_final_auto_handle,YOUR_reasoning
2727024,"Spent 13 hrs on ☎️2day w/ 10 different #Apple reps, all of whom advised they would resolve my iCloud backup issue &amp; several of whom disconnected my call so as not to lose points for staying on the phone too long w/ me. #unacceptable @AppleSupport @116333",account_access,False,account_access,False,"The customer describes 13 hours with 10 Apple representatives trying to resolve an iCloud backup issue, including disconnected calls; this is an account/iCloud support escalation and is not suitable for auto-handling."
267785,The newest @115858 update 4 the iPhone has the be the worst thing ever. My phone is practically unusable w/ all the glitches from the update,software_bug_after_update,True,software_bug_after_update,True,The customer says the newest iPhone update makes the phone practically unusable with glitches; the update is explicitly identified as the source of the software problems.
1434156,@AppleSupport can other people see my iCloud profile pic when I send them e-mail?,how_to_question,True,how_to_question,True,The customer asks whether other people can see their iCloud profile picture when they send email; this is a straightforward privacy/feature-information question.
2287404,@applesupport Multiple attempts to get help from iTunes app on a Mac with ZERO response. Updating payment method with ZERO success. Where is help when I need it?,billing_purchase,False,billing_purchase,False,The customer reports repeated unsuccessful attempts to update the iTunes payment method and says they received zero help; this is a payment-method/billing issue and requires non-auto handling.
1522052,If you haven’t updated ur iphones don’t! Unitil u have no choice @115858 ever since my wife did she has had problemsCan’t login her Apple ID,account_access,False,account_access,False,"The customer says that after the wife updated her iPhone, she has problems logging into her Apple ID; the explicit login failure is account access and must not be auto-handled."
1924718,"I can has found a bug when I loaded two memory hungry apps side by side which crashed, couldn’t escape them until I dragged safari icon over one of them, when I tried to- it stole my safari icon until I rotate the screen. Then it comes back. @AppleSupport https://t.co/OKE9t4J7im",software_bug_after_update,True,software_bug_after_update,True,The customer describes two memory-heavy apps crashing and the Safari icon disappearing until screen rotation restores it; these are concrete software/UI failures with a routine troubleshooting path.
2689416,@AppleSupport tried to connect my Bluetooth headphones and got this pop-up https://t.co/hgLA5s60hi,connectivity_issue,True,connectivity_issue,True,The customer says they tried to connect Bluetooth headphones and received a connection pop-up; the visible problem is Bluetooth pairing/connectivity and is routine to troubleshoot.
1762070,why does WiFi turn on by itself when I turn it off manually it’s annoying @AppleSupport,connectivity_issue,True,connectivity_issue,True,The customer asks why Wi-Fi turns on by itself after they manually turn it off; this is a direct Wi-Fi control/connectivity issue.
2032246,@AppleSupport my iphone started freezing and restarting frequently after ugrading to #ios11. The fuck are you guys doing?,software_bug_after_update,True,software_bug_after_update,True,The customer says the iPhone started freezing and restarting frequently after upgrading to iOS 11; the upgrade is the explicit trigger for the software malfunction.
2757516,"@AppleSupport hello, my phone won't charge after a hard reset, trying several cords, and plugging it into my Macbook. It is at 2% battery so an iOS update isn't an option currently. Please help.",hardware_malfunction,True,hardware_malfunction,True,"The customer says the phone will not charge after a hard reset despite several cords and a MacBook, with only 2% battery; no update is reported as the cause, so this is a physical charging fault."
1802980,"@AppleSupport glitch in iOS 11.0.3
Never happened before.
The music seek bar doesn’t work nor does it update per second.
Tried closing and opening the app &amp; restarted as well, doesn’t work.
Please fix https://t.co/7dRFPsYdLE",software_bug_after_update,True,software_bug_after_update,True,The customer reports that in iOS 11.0.3 the music seek bar does not work or update and says it never happened before; this is a specific post-update software bug.
1908211,"@115858 the software update that happened overnight on my 6s is causing my phone to crash, and the battery is starting to overheat. Thanks.",software_bug_after_update,False,software_bug_after_update,False,"The customer says an overnight software update caused the phone to crash and the battery to start overheating; the update causes a software malfunction, but the explicit overheating is a safety signal, so auto-handle is false."
851752,@AppleSupport Why aren’t my ring tones under downloaded? How do I get them back?,how_to_question,True,how_to_question,True,The customer asks why downloaded ringtones are missing and how to get them back; this is a routine content/settings troubleshooting request.
772331,@AppleSupport  do you know if the new IPad Pro supports adobe dreamweaver?,how_to_question,True,how_to_question,True,The customer asks whether the new iPad Pro supports Adobe Dreamweaver; this is a compatibility/product-information question with no broken feature reported.
2048216,Just loving how well @115858 #icloud is syncing health data between two iPhones #datafail https://t.co/QwNJx0CsoF,software_bug_after_update,True,software_bug_after_update,True,"The customer sarcastically reports that iCloud is not syncing health data between two iPhones; the concrete issue is failed cloud synchronization, a routine software troubleshooting case."
2729051,"@115858   Très déçu par votre service technique, incapable de régler un problème d’identification d’adresse iCloud depuis des mois!",account_access,False,account_access,False,The customer says technical support has been unable to solve an iCloud address-identification problem for months and expresses strong disappointment; the iCloud identity/access issue requires non-auto handling.
2597948,@AppleSupport Just got some AirPods and I cannot pair them to my phone. I'm showing a green flashing light. I keep holding down the setup button and doesn't turn to white blinking light. Help!,connectivity_issue,True,connectivity_issue,True,The customer says new AirPods cannot pair with the phone and the setup light stays green instead of flashing white; this is a Bluetooth pairing problem with standard troubleshooting.
264821,Post #ios11update I love having to charge my phone by noon. Thanks @115858 @AppleSupport. Just keeps me closer to home.,software_bug_after_update,True,software_bug_after_update,True,The customer says that after the iOS 11 update they have to charge the phone by noon; the update is explicitly linked to the battery-life deterioration.
2978785,"@AppleSupport I plugged my phone into my laptop to charge it, and my Apple Music songs disappeared from the “recently added” section of music. They are still accessible everywhere else in the app. Is there a way to get them back there?",software_bug_after_update,True,software_bug_after_update,True,"The customer says Apple Music songs disappeared from the 'recently added' section after plugging the phone into a laptop, although they remain elsewhere in the app; this is a specific music-app software/UI problem."
193564,@AppleSupport how do I turn access mail fetch setting in the new iOS? No longer an option under the mail settings.,how_to_question,True,how_to_question,True,The customer asks how to access the Mail fetch setting in the new iOS and notes it is no longer under Mail settings; this is a settings/how-to question.
1267176,@AppleSupport u say new update is ready but all I’m getting this. #sortit https://t.co/YaE4f7TT4u,update_install_issue,True,update_install_issue,True,The customer says a new update is supposedly ready but an error is all they receive; the problem is with the update being offered/installed.
1573042,@AppleSupport hurry and fix this I️ bug 😤 I️ JUST WANT TO TWEET NORMALLY,software_bug_after_update,True,software_bug_after_update,True,The customer asks Apple to hurry and fix the 'I' bug because they just want to tweet normally; this is a specific keyboard/text software bug.
2071318,"@115858 How can u not help when ur ICloud has been clearly breeched?!
#AppleSupport",account_access,False,account_access,False,The customer says their iCloud has clearly been 'breeched' and asks how Apple can fail to help; suspected unauthorized account access requires human handling.
90645,"@AppleSupport I can't seem to use the payment option ""none"" on my account.  Any suggestions as to how I can resolve this without entering payment details? https://t.co/UCcccGbPQq",billing_purchase,False,billing_purchase,False,The customer cannot use the payment option 'none' and asks how to resolve it without entering payment details; this is a payment-method/account billing issue and is not auto-handled.
2643362,Help! How do I delete all photos from my iPhone but keep them on iCloud? #apple @AppleSupport,how_to_question,True,how_to_question,True,The customer asks how to delete all iPhone photos while keeping them in iCloud; this is a routine photo-management how-to request.
2790686,@AppleSupport this same bug was happening with iOS 11.0.1 https://t.co/svzASxFuMK,software_bug_after_update,True,software_bug_after_update,True,"The customer says the same bug was happening with iOS 11.0.1; the explicit OS version ties the complaint to a software bug, and no escalation or safety signal is present."
2020561,@AppleSupport I️ cannot type correctly and my phone keeps glitching because of this update please fix this soon,software_bug_after_update,True,software_bug_after_update,True,The customer says they cannot type correctly and the phone keeps glitching 'because of this update'; the update is explicitly identified as the cause of the software/keyboard problem.
2548717,"My iphone 6 has started getting slower and crappier since iOS upgrade, - no i don't want the 8, @115858",software_bug_after_update,True,software_bug_after_update,True,The customer says the iPhone 6 has become slower and 'crappier' since the iOS upgrade and rejects buying an iPhone 8; the update is the stated trigger for software performance degradation.
